rank,original_rank,symbol,name,market_cap_usd
332,350,EMC2,Einsteinium,82948583.31183772
333,351,NXS,Nexus,82226844.21777219
334,352,WRX,WazirX,80781524.7839191
335,353,JUL,JustLiquidity,80415567.99905892
336,354,SUN,SUN,80705342.74289365
337,355,CTK,CertiK,80003777.21432231
338,356,PXL,PIXEL,63284377.6746633
339,357,YFII,DFI.Money,79747910.89803565
340,358,ZNN,Zenon,79547014.86463381
341,359,DX,DxChain Token,77861537.82151133
342,360,RAMP,RAMP,78615750.03471269
343,361,PCX,ChainX,77988839.86690722
344,362,SWINGBY,Swingby,77982017.7112403
345,363,BCN,Bytecoin,77922981.4251443
346,364,VSP,Vesper,78032451.46702804
347,366,HXRO,Hxro,77314145.52097434
348,367,AXEL,AXEL,76767845.71301104
349,368,BAR,FC Barcelona Fan Token,79130003.46004239
350,369,REV,RChain,76001094.97867255
351,370,AERGO,Aergo,75065875.3524134
352,371,CRE,Carry,75592942.45439371
353,372,DEXT,DEXTools,74716640.7067792
354,373,MLN,Enzyme,73772432.9719905
355,374,TVK,Terra Virtua Kolect,72763100.81326768
356,375,TRB,Tellor,73522074.81182446
357,376,RAD,Radicle,72525867.1206085
358,377,PROM,Prometeus,72920173.940721
359,378,MX,MX Token,72689426.56744622
360,379,KAI,KardiaChain,72548050.49207424
361,380,vETH,Venus ETH,72434286.05523545
362,381,PIVX,PIVX,71832358.7841275
363,382,NEST,NEST Protocol,72880457.06033789
364,383,DEXE,DeXe,72284545.42171663
365,384,XDB,DigitalBits,70261593.27316622
366,385,LAMB,Lambda,71725919.97316732
367,386,NEX,Nash,70935522.55334567
368,387,FLM,Flamingo,71040375.7894125
369,388,MAPS,MAPS,70425283.5730828
370,390,BOA,BOSAGORA,70058255.33976007
371,391,KSP,KLAYswap Protocol,69345900.29926306
372,392,CREAM,Cream Finance,70008481.89183468
373,393,COS,Contentos,70203264.25301807
374,394,EGG,Goose Finance,68499275.51004213
375,395,DIA,DIA,68894848.21780054
376,396,ARPA,ARPA Chain,69152017.93213014
377,397,WIN,WINk,68512349.59813154
378,398,SNL,Sport and Leisure,68578536.29895274
379,399,CTSI,Cartesi,68132063.23882042
380,400,ANY,Anyswap,67380119.94163904
381,401,COCOS,Cocos-BCX,65263701.97949852
382,402,DAO,DAO Maker,66799239.29339628
383,403,TSHP,12Ships,67584821.83268417
384,404,PERL,Perlin,66262979.35968766
385,405,QQQ,Poseidon Network,66251087.94799009
386,406,ID,Everest,65566267.0696459
387,407,MXC,MXC,65573898.55209912
388,408,SPARTA,Spartan Protocol,65542184.34588672
389,409,FSN,Fusion,65034950.12762795
390,410,API3,API3,63536825.95869265
391,411,CRU,Crust,63234469.39839326
392,412,STPT,Standard Tokenization Protocol,64235390.35181093
393,413,ERG,Ergo,63164769.23986439
394,414,ELA,Elastos,63113902.92175425
395,415,DIGG,DIGG,63076098.95285821
396,416,REVV,REVV,62278037.03833194
397,417,SOC,All Sports,61573988.54729579
398,418,YUSRA,YUSRA,62390611.41995495
399,419,SURE,inSure DeFi,62781006.18273611
400,420,POND,Marlin,62120367.17334028
401,421,ARRR,Pirate Chain,62006945.25896549
402,422,DAG,Constellation,61934622.10029795
403,423,BEAM,Beam,61045669.76099103
404,424,SWTH,Switcheo,59902523.89066059
405,425,MXX,Multiplier,60587031.74886027
406,426,PNK,Kleros,60380739.67386406
407,427,GHST,Aavegotchi,60299857.12232603
408,428,DUCK,Duck DAO (DLP Duck Token),58999984.39181367
409,429,SENT,Sentinel,58993075.29934143
410,430,CTXC,Cortex,58835500.81059794
411,431,BONDLY,Bondly,58739081.27076243
412,432,NIM,Nimiq,58210992.70579231
413,433,BASID,Basid Coin,57868581.23862168
414,434,RNDR,Render Token,57803470.86857739
415,435,DOCK,Dock,57409868.93949472
416,436,GAL,Galatasaray Fan Token,56532651.40746136
417,438,GRS,Groestlcoin,56303625.20114314
418,439,VSYS,v.systems,56435711.22222089
419,440,SUKU,SUKU,56285165.63089912
420,441,BEL,Bella Protocol,56615665.37023913
421,442,MCO,MCO,56068442.03744471
422,443,TRU,TrueFi,55407247.43265149
423,444,AE,Aeternity,54952383.41943409
424,446,OXEN,Oxen,54641736.01439396
425,447,SOUL,Phantasma,55007241.03659534
426,448,FRONT,Frontier,54517299.46331103
427,449,BMI,Bridge Mutual,53955111.07123787
428,450,RCN,Ripio Credit Network,53027966.70711845
429,451,BTU,BTU Protocol,52944285.40542106
430,452,XLT,Nexalt,52769437.28036183
431,453,KP3R,Keep3rV1,52213890.25229497
432,454,PNT,pNetwork,52585531.74514922
433,455,AUCTION,Bounce Token,52147238.40562471
434,456,MLK,MiL.k,51510638.95367982
435,457,UPP,Sentinel Protocol,53150270.89318033
436,458,CND,Cindicator,52715423.06272845
437,459,VITE,VITE,51584719.50313255
438,460,DG,Decentral Games,50455650.65668392
439,461,HAI,Hacken Token,47770069.85878875
440,462,aEth,ankrETH,50382880.47508532
441,463,DMCH,Darma Cash,50572391.00243239
442,464,QSP,Quantstamp,50144379.65388444
443,465,GO,GoChain,49695939.6897147
444,466,CORE,cVault.finance,49478950.89669552
445,467,TITAN,TitanSwap,49001117.20785583
446,468,DREP,DREP,48565011.7792388
447,469,UFT,UniLend,49039752.58898247
448,470,BZ,BitZ Token,48724316.25511651
449,471,JULD,JulSwap,48617798.40383021
450,472,ESD,Empty Set Dollar,48503142.4881207
451,473,TNC,TNC Coin,48662317.82986552
452,474,DRGN,Dragonchain,48062147.02632334
453,475,SPI,Shopping,48439175.0423259
454,476,GET,GET Protocol,48354774.76570026
455,477,TMTG,The Midas Touch Gold,47786164.83975115
456,478,IDEX,IDEX,47759287.77888782
457,479,AST,AirSwap,48371216.6832765
458,480,VRSC,VerusCoin,47381350.30431425
459,481,PAC,PAC Global,47485114.20482298
460,482,MDT,Measurable Data Token,46815218.20730266
461,483,FIDA,Bonfida,46587966.48459798
462,486,MUSD,mStable USD,46488625.84354122
463,487,CVP,PowerPool,46390528.16074657
464,488,FIO,FIO Protocol,46536374.48884505
465,489,TLOS,Telos,45303092.92858008
466,490,KRT,TerraKRW,44459481.01780613
467,491,BURGER,Burger Swap,45529390.82346741
468,492,HC,HyperCash,44491965.08825118
469,493,LYM,Lympo,44245145.93518953
470,494,SHROOM,Shroom.Finance,44650039.50541267
471,495,VIDT,VIDT Datalink,44252046.71565106
472,496,GXC,GXChain,44000550.1229098
473,497,TORN,Tornado Cash,44191477.94082207
474,498,KEY,Selfkey,43959504.78120631
475,499,MUSE,Muse,43594992.63353323
476,500,DIP,Etherisc DIP Token,43435302.35212517
477,501,BTRS,Bitball Treasure,43314237.60474405
478,502,XSN,Stakenet,42705056.67095043
479,503,MTA,Meta,42578941.79812383
480,504,VERI,Veritaseum,42398498.19516446
481,505,BNK,Bankera,42373628.5276344
482,506,NEBL,Neblio,42147761.24752269
483,507,PHB,Phoenix Global,42092517.03611609
484,508,MARO,Maro,42935941.68754448
485,510,BIP,Minter Network,41549836.95641978
486,511,AUTO,Auto,41519791.17676216
487,512,BOR,BoringDAO,41898806.99772111
488,513,SRN,SIRIN LABS Token,42420560.15895943
489,514,VID,VideoCoin,40730161.79347231
490,515,APL,Apollo Currency,40649326.39575701
491,516,KDA,Kadena,40413814.70830601
492,517,SKY,Skycoin,40729160.9200766
493,518,OCTO,OctoFi,40397572.77360995
494,519,FX,Function X,39710655.84255978
495,520,BSCPAD,BSCPAD,40220535.29613232
496,521,AQT,Alpha Quark Token,39681621.45971906
497,522,DF,dForce,38993856.49563786
498,523,DMT,DMarket,39816619.11844902
499,524,HUM,Humanscape,37862682.76283388
500,525,ROOM,OptionRoom,39152241.75079274
501,526,VTC,Vertcoin,39220486.93442807
502,527,SUTER,suterusu,38588918.03662733
503,528,ORAI,Oraichain Token,37869687.05860035
504,529,DHT,dHedge DAO,38028275.34115077
505,530,ONE,BigONE Token,38012816.30397196
506,531,WHITE,Whiteheart,37878522.37862353
507,532,FIS,Stafi,37479162.53839018
508,533,BLOCK,Blocknet,37774258.62954213
509,534,BOT,Bounce Token (OLD),37314829.88112326
510,535,NAS,Nebulas,37368191.77301589
511,536,MATTER,AntiMatter,36419519.83995685
512,537,LA,LATOKEN,37837447.268982
513,538,SNTVT,Sentivate,36719359.98127632
514,539,NSBT,Neutrino Token,36892231.11826998
515,540,ADK,Aidos Kuneen,37537747.4556075
516,541,EDR,Endor Protocol,37336323.92400805
517,542,EASY,EasyFi,36742022.7274035
518,544,COVER,COVER Protocol,36015945.62295118
519,545,BUX,BUX Token,36597926.09385428
520,546,MBL,MovieBloc,35808521.3180647
521,547,PRE,Presearch,35620669.14050178
522,548,SERO,Super Zero Protocol,35569089.44892815
523,549,AMB,Ambrosus,34849006.83952393
524,550,PRO,Propy,36479984.00560632
525,551,NXT,Nxt,34536752.15290278
526,552,APY,APY.Finance,34649615.98463126
527,553,BAO,Bao Finance,34784839.80635694
528,554,XRT,Robonomics.network,35283691.86586099
529,555,WXT,Wirex Token,34054544.14554184
530,556,NAV,Navcoin,33927710.2103537
531,557,LGO,LGO Token,33944887.48711725
532,558,MPH,88mph,33517477.15965277
533,559,WABI,Wabi,32998810.96178297
534,560,ULT,Ultiledger,35027660.45957388
535,561,RBTC,RSK Smart Bitcoin,33455080.33967418
536,562,PIB,PIBBLE,33199733.7768092
537,563,GRIN,Grin,33099043.51131377
538,564,QTCON,Quiztok,33461239.71968145
539,565,WING,Wing,33056126.23578294
540,566,EFX,Effect.AI,32892926.90893566
541,567,RFUEL,RioDeFi,32651474.19175189
542,568,ZCN,0Chain,32602618.55164533
543,569,MOC,Moss Coin,33601921.38874668
544,570,RAZOR,Razor Network,32371325.78151169
545,571,PEAK,PEAKDEFI,31465734.7818349
546,572,OBSR,Observer,30497524.63738092
547,573,FXF,Finxflo,30999143.52759984
548,574,VRA,Verasity,31286690.22101562
549,575,SOCKS,Unisocks,30870455.67108721
550,576,FOR,ForTube,30921320.1718203
551,577,LOC,LockTrip,30439998.53528112
552,578,MOF,Molecular Future,30304366.31168768
553,579,TEMCO,TEMCO,30132367.77887913
554,581,SLT,Smartlands Network,29223480.15116835
555,582,DSLA,DSLA Protocol,30195633.53681948
556,583,POLK,Polkamarkets,29914370.95271292
557,584,MITH,Mithril,30029060.23272
558,585,MET,Metronome,29827759.66731707
559,586,DAD,DAD,29790123.85995583
560,587,LGCY,LGCY Network,29759273.68890899
561,588,TOP,TOP,29611450.55341003
562,589,OPIUM,Opium,29510791.06824171
563,590,BFC,Bifrost,29406338.33823475
564,591,ZEE,ZeroSwap,28979814.7928615
565,592,CSC,CasinoCoin,29346319.36162959
566,593,LCX,LCX,29219647.61108558
567,594,BTC2,Bitcoin 2,29136131.1523135
568,595,IHF,Invictus Hyperion Fund,28865880.63126258
569,596,AGA,AGA Token,28929806.7841658
570,598,SFT,Safex Token,28226910.44290584
571,599,FST,1irstcoin,28140386.39442773
572,600,GBYTE,Obyte,28178317.33979679
573,601,ASTA,ASTA,27750105.36082423
574,602,UMB,Umbrella Network,27577938.66682776
575,603,XPR,Proton,27830397.21422609
576,604,ANW,Anchor Neural World,27292786.93436548
577,605,KAN,BitKan,27121623.2130294
578,606,RARI,Rarible,27276170.12689468
579,607,DVP,Decentralized Vulnerability Platform,26930396.98501288
580,608,PAY,TenX,27160808.10898759
581,609,GLEEC,Gleec,26991135.89233045
582,610,QASH,QASH,26806110.297162
583,611,HEZ,Hermez Network,26245160.31903242
584,612,AOA,Aurora,26373520.91867172
585,613,GVT,Genesis Vision,26205651.27880901
586,614,STAX,StableXSwap,26098453.74854665
587,615,ACM,AC Milan Fan Token,26067349.79575081
588,616,BFT,BnkToTheFuture,26085161.10892429
589,617,BASIC,BASIC,26005327.47575974
590,618,vSXP,Venus SXP,26118332.62734303
591,619,BOND,Bonded Finance,25714956.71392102
592,620,ALEPH,Aleph.im,25763768.32859796
593,621,PSG,Paris Saint-Germain Fan Token,25644630.72465015
594,622,CRD,CryptalDash,25260870.96498
595,623,FWT,Freeway Token,25140703.76314083
596,624,CRPT,Crypterium,24802456.72479635
597,625,RDN,Raiden Network Token,24744977.11390089
598,626,RBC,Rubic,24492364.04720105
599,627,PAI,Project Pai,24667767.05777625
600,628,HUNT,HUNT,24953540.41930645
601,629,DERO,Dero,23934086.82705818
602,630,GTO,Gifto,24033169.10034618
603,631,MDA,Moeda Loyalty Points,24140874.89092952
604,632,HELMET,Helmet.insure,23771401.73689327
605,633,TCT,TokenClub,23477445.03645855
606,634,OAX,OAX,23825263.09813767
607,635,RKN,Rakon,23490649.64227503
608,636,HMR,Homeros,23446595.14019967
609,637,QRL,Quantum Resistant Ledger,23600002.45645209
610,638,ELAMA,Elamachain,23415087.38839032
611,639,RFR,Refereum,23327296.88084664
612,640,POA,POA,23261486.540464
613,641,FCT,Factom,22925157.80257528
614,642,mTSLA,Mirrored Tesla,22711706.13206242
615,643,WPR,WePower,22768458.90240443
